 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  Ar- 36                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
                                                        LTP       Output
 ==============================================================================
  Photon     18-Ar-36   Neutron   1825   5 cm    0   1    1    2      
  Photon     18-Ar-36    1-H -1   1825   5 cm    0   1    1    2      
  Photon     18-Ar-36    1-H -2   1825   5 cm    0   1    1    2      
  Photon     18-Ar-36    1-H -3   1825   5 cm    0   1    1    2      
  Photon     18-Ar-36    2-He-3   1825   5 cm    0   1    1    2      
  Photon     18-Ar-36    2-He-4   1825   5 cm    0   1    1    2      
  Photon     18-Ar-36    6-C -8   1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -9   1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -10  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -11  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -12  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -13  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -14  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -15  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -16  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -17  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -18  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -19  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -20  1825   5 cm    0   0                
  Photon     18-Ar-36    6-C -21  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -10  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -11  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -12  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -13  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -14  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -15  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -16  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -17  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -18  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -19  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -20  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -21  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -22  1825   5 cm    0   0                
  Photon     18-Ar-36    7-N -23  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -12  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -13  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -14  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -15  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -16  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -17  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -18  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -19  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -20  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -21  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -22  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -23  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -24  1825   5 cm    0   0                
  Photon     18-Ar-36    8-O -25  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -14  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -15  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -16  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -17  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -18  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -19  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -20  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -21  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -22  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -23  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -24  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -25  1825   5 cm    0   0                
  Photon     18-Ar-36    9-F -26  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-16  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-17  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-18  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-19  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-20  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-21  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-22  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-23  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-24  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-25  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-26  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-27  1825   5 cm    0   0                
  Photon     18-Ar-36   10-Ne-28  1825   5 cm    0   0                
  Photon     18-Ar-36   11-Na-18  1825   5 cm    0   0                
  Photon     18-Ar-36   11-Na-19  1825   5 cm    0   0                
  Photon     18-Ar-36   11-Na-20  1825   5 cm    0   0                
