 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  Nb- 93                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
  Photon     41-Nb-93   29-Cu-76  4125   5 cm    0   0                
  Photon     41-Nb-93   29-Cu-76  4125   5 cm    1   0                
  Photon     41-Nb-93   29-Cu-77  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-64  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-65  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-66  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-67  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-68  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-69  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-69  4125   5 cm    1   0                
  Photon     41-Nb-93   30-Zn-70  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-71  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-71  4125   5 cm    1   0                
  Photon     41-Nb-93   30-Zn-72  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-73  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-74  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-75  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-76  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-77  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-77  4125   5 cm    1   0                
  Photon     41-Nb-93   30-Zn-78  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-79  4125   5 cm    0   0                
  Photon     41-Nb-93   30-Zn-80  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-65  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-66  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-67  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-68  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-69  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-70  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-71  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-72  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-73  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-74  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-75  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-76  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-77  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-78  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-79  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-80  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-81  4125   5 cm    0   0                
  Photon     41-Nb-93   31-Ga-82  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-66  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-67  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-68  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-69  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-70  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-71  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-72  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-73  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-73  4125   5 cm    1   0                
  Photon     41-Nb-93   32-Ge-74  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-75  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-75  4125   5 cm    1   0                
  Photon     41-Nb-93   32-Ge-76  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-77  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-77  4125   5 cm    1   0                
  Photon     41-Nb-93   32-Ge-78  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-79  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-79  4125   5 cm    1   0                
  Photon     41-Nb-93   32-Ge-80  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-81  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-81  4125   5 cm    1   0                
  Photon     41-Nb-93   32-Ge-82  4125   5 cm    0   0                
  Photon     41-Nb-93   32-Ge-83  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-67  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-68  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-69  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-70  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-71  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-72  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-73  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-74  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-75  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-76  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-77  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-78  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-79  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-80  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-81  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-82  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-82  4125   5 cm    1   0                
  Photon     41-Nb-93   33-As-83  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-84  4125   5 cm    0   0                
  Photon     41-Nb-93   33-As-85  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-68  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-69  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-70  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-71  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-72  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-73  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-73  4125   5 cm    1   0                
  Photon     41-Nb-93   34-Se-74  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-75  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-76  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-77  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-77  4125   5 cm    1   0                
  Photon     41-Nb-93   34-Se-78  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-79  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-79  4125   5 cm    1   0                
  Photon     41-Nb-93   34-Se-80  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-81  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-81  4125   5 cm    1   0                
  Photon     41-Nb-93   34-Se-82  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-83  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-83  4125   5 cm    1   0                
  Photon     41-Nb-93   34-Se-84  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-85  4125   5 cm    0   0                
  Photon     41-Nb-93   34-Se-86  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-70  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-70  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-71  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-72  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-72  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-73  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-74  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-74  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-75  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-76  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-76  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-77  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-77  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-78  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-79  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-79  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-80  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-80  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-81  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-82  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-82  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-83  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-84  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-84  4125   5 cm    1   0                
  Photon     41-Nb-93   35-Br-85  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-86  4125   5 cm    0   0                
  Photon     41-Nb-93   35-Br-87  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-72  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-73  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-74  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-75  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-76  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-77  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-78  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-79  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-79  4125   5 cm    1   0                
  Photon     41-Nb-93   36-Kr-80  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-81  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-81  4125   5 cm    1   0                
  Photon     41-Nb-93   36-Kr-82  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-83  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-83  4125   5 cm    1   0                
  Photon     41-Nb-93   36-Kr-84  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-85  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-85  4125   5 cm    1   0                
  Photon     41-Nb-93   36-Kr-86  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-87  4125   5 cm    0   0                
  Photon     41-Nb-93   36-Kr-88  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-73  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-74  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-75  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-76  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-77  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-78  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-78  4125   5 cm    1   0                
  Photon     41-Nb-93   37-Rb-79  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-80  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-81  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-81  4125   5 cm    1   0                
  Photon     41-Nb-93   37-Rb-82  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-82  4125   5 cm    1   0                
  Photon     41-Nb-93   37-Rb-83  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-84  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-84  4125   5 cm    1   0                
  Photon     41-Nb-93   37-Rb-85  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-86  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-86  4125   5 cm    1   0                
  Photon     41-Nb-93   37-Rb-87  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-88  4125   5 cm    0   0                
  Photon     41-Nb-93   37-Rb-89  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-75  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-76  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-77  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-78  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-79  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-80  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-81  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-82  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-83  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-83  4125   5 cm    1   0                
  Photon     41-Nb-93   38-Sr-84  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-85  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-85  4125   5 cm    1   0                
  Photon     41-Nb-93   38-Sr-86  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-87  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-87  4125   5 cm    1   0                
  Photon     41-Nb-93   38-Sr-88  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-89  4125   5 cm    0   0                
  Photon     41-Nb-93   38-Sr-90  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -76  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -77  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -78  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -79  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -80  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -80  4125   5 cm    1   0                
  Photon     41-Nb-93   39-Y -81  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -82  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -83  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -83  4125   5 cm    1   0                
  Photon     41-Nb-93   39-Y -84  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -84  4125   5 cm    1   0                
  Photon     41-Nb-93   39-Y -85  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -85  4125   5 cm    1   0                
  Photon     41-Nb-93   39-Y -86  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -86  4125   5 cm    1   0                
  Photon     41-Nb-93   39-Y -87  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -87  4125   5 cm    1   0                
  Photon     41-Nb-93   39-Y -88  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -89  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -89  4125   5 cm    1   0                
  Photon     41-Nb-93   39-Y -90  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -90  4125   5 cm    1   0                
  Photon     41-Nb-93   39-Y -91  4125   5 cm    0   0                
  Photon     41-Nb-93   39-Y -91  4125   5 cm    1   0                
  Photon     41-Nb-93   40-Zr-78  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-79  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-80  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-81  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-82  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-83  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-84  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-85  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-86  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-87  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-87  4125   5 cm    1   0                
  Photon     41-Nb-93   40-Zr-88  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-89  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-89  4125   5 cm    1   0                
  Photon     41-Nb-93   40-Zr-90  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-90  4125   5 cm    1   0                
  Photon     41-Nb-93   40-Zr-91  4125   5 cm    0   0                
  Photon     41-Nb-93   40-Zr-92  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-82  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-83  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-84  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-85  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-86  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-86  4125   5 cm    1   0                
  Photon     41-Nb-93   41-Nb-87  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-87  4125   5 cm    1   0                
  Photon     41-Nb-93   41-Nb-88  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-88  4125   5 cm    1   0                
  Photon     41-Nb-93   41-Nb-89  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-89  4125   5 cm    1   0                
  Photon     41-Nb-93   41-Nb-90  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-90  4125   5 cm    1   0                
  Photon     41-Nb-93   41-Nb-91  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-91  4125   5 cm    1   0                
  Photon     41-Nb-93   41-Nb-92  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-92  4125   5 cm    1   0                
  Photon     41-Nb-93   41-Nb-93  4125   5 cm    0   0                
  Photon     41-Nb-93   41-Nb-93  4125   5 cm    1   0                
  Photon     41-Nb-93   Photon    4125   5 cm    0   1    1    2      
 ------------------------------------------------------------------------------
 All Cross Sections Read. Maximum Tabulated Energy =  200000000. eV
 ------------------------------------------------------------------------------
 ==============================================================================
 Laws by Incident Particle
 ------------------------------------------------------------------------------
 Law Number and Definition   Photon    n     p     d     t  He-3  He-4 Other
 ------------------------------------------------------------------------------
 (0) Unknown................   328     0     0     0     0     0     0     0
 (1) Continuum Energy-Angle
      Legendre..............     7     0     0     0     0     0     0     0
      Kalbach-Mann..........     0     0     0     0     0     0     0     0
      Tabulated.............     0     0     0     0     0     0     0     0
 (2) Discrete 2 Body
      Legendre..............     0     0     0     0     0     0     0     0
      Tabulated.............     0     0     0     0     0     0     0     0
 (3) Isotropic Discrete.....     0     0     0     0     0     0     0     0
 (4) Discrete 2 Body Recoil.     0     0     0     0     0     0     0     0
 (5) Charged Particle Elastic
      Legendre..............     0     0     0     0     0     0     0     0
      Tabulated.............     0     0     0     0     0     0     0     0
 (6) n-Body Phase-Space.....     0     0     0     0     0     0     0     0
 (7) Laboratory Angle-Energy     0     0     0     0     0     0     0     0
 Not 0 to 7 (WARNING if Any)     0     0     0     0     0     0     0     0
 ==============================================================================
 Laws by Emitted Particle
 ------------------------------------------------------------------------------
 Law Number and Definition   Photon    n     p     d     t  He-3  He-4 Other
 ------------------------------------------------------------------------------
 (0) Unknown................     0     0     0     0     0     0     0   328
 (1) Continuum Energy-Angle
      Legendre..............     1     1     1     1     1     1     1     0
      Kalbach-Mann..........     0     0     0     0     0     0     0     0
      Tabulated.............     0     0     0     0     0     0     0     0
 (2) Discrete 2 Body
      Legendre..............     0     0     0     0     0     0     0     0
      Tabulated.............     0     0     0     0     0     0     0     0
 (3) Isotropic Discrete.....     0     0     0     0     0     0     0     0
 (4) Discrete 2 Body Recoil.     0     0     0     0     0     0     0     0
 (5) Charged Particle Elastic
      Legendre..............     0     0     0     0     0     0     0     0
      Tabulated.............     0     0     0     0     0     0     0     0
 (6) n-Body Phase-Space.....     0     0     0     0     0     0     0     0
 (7) Laboratory Angle-Energy     0     0     0     0     0     0     0     0
 Not 0 to 7 (WARNING if Any)     0     0     0     0     0     0     0     0
 ------------------------------------------------------------------------------
 Summary of Emitted Particle Yields
 ------------------------------------------------------------------------------
 Energy Independent.........     0     0     0     0     0     0     0     0
 Energy Dependent...........     1     1     1     1     1     1     1   328
 ------------------------------------------------------------------------------
 Summary of Angular Distributions
 ------------------------------------------------------------------------------
 Isotropic..................     1     0     0     0     0     0     0     0
 Nonisotropic...............     0     1     0     1     0     0     0     0
 Mixed......................     0     0     1     0     1     1     1     0
